RowID|ProgramID|ProgramName|ParameterName|LocationID|ProgramLocationID|SampleDate|Year|Month|AreaID|ManagedAreaName|Region|CommonIdentifier|SpeciesName|GenusName|SpeciesGroup1|SpeciesGroup2|SamplingMethod|QuadSize_m2|PlotSize_m2|ResultValue|CoralRegion|MADup|CoralRegionDup|DataFileName|q_subset
5599968|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297646|622C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_169C_Final.csv|high
5603582|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5604390|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_169C_Final.csv|high
5604853|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297552|59C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_169C_Final.csv|high
5609154|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|298024|714C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_169C_Final.csv|high
5614049|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_169C_Final.csv|high
5614052|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5614053|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_169C_Final.csv|high
5614180|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_169C_Final.csv|high
5614291|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_169C_Final.csv|high
5614295|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_169C_Final.csv|high
5614407|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||145|FLA KEYS|1|1|Data_169C_Final.csv|high
5614412|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297718|639C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5615177|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297646|622C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||165|FLA KEYS|1|1|Data_169C_Final.csv|high
5615178|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297646|622C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5615179|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297646|622C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||130|FLA KEYS|1|1|Data_169C_Final.csv|high
5617592|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297646|622C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_169C_Final.csv|high
5617727|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296120|239C|2009-12-31T00:00:00Z|2009|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||190|FLA KEYS|1|1|Data_169C_Final.csv|high
5622104|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297485|580C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5622253|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296150|244C|2009-12-31T00:00:00Z|2009|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||240|FLA KEYS|1|1|Data_169C_Final.csv|high
5622453|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296150|244C|2009-12-31T00:00:00Z|2009|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5685823|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296138|241C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||245|FLA KEYS|1|1|Data_169C_Final.csv|high
5685827|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297978|701C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5687180|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297964|6C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||305|FLA KEYS|1|1|Data_169C_Final.csv|high
5689007|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|298268|851C|2009-12-31T00:00:00Z|2009|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||130|FLA KEYS|1|1|Data_169C_Final.csv|high
5689008|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297975|700C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||145|FLA KEYS|1|1|Data_169C_Final.csv|high
5689245|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296154|245C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_169C_Final.csv|high
5689520|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296154|245C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||182|FLA KEYS|1|1|Data_169C_Final.csv|high
5690417|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296999|45C|2002-12-31T00:00:00Z|2002|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella franksi|franksi|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5691079|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296651|368C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||140|FLA KEYS|1|1|Data_169C_Final.csv|high
5691175|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297975|700C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||165|FLA KEYS|1|1|Data_169C_Final.csv|high
5691360|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|298268|851C|2009-12-31T00:00:00Z|2009|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||135|FLA KEYS|1|1|Data_169C_Final.csv|high
5691553|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|295628|142C|2001-12-31T00:00:00Z|2001|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_169C_Final.csv|high
5691900|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296367|292C|2000-12-31T00:00:00Z|2000|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||158|FLA KEYS|1|1|Data_169C_Final.csv|high
5692442|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|295481|116C|2001-12-31T00:00:00Z|2001|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||187|FLA KEYS|1|1|Data_169C_Final.csv|high
5693461|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296116|238C|2000-12-31T00:00:00Z|2000|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_169C_Final.csv|high
5693469|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296651|368C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_169C_Final.csv|high
5696010|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297169|505C|2000-12-31T00:00:00Z|2000|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella franksi|franksi|Orbicella|Scleractinian||Transect|10||170|DRY TORT|1|1|Data_169C_Final.csv|high
5696020|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|298323|88C|2000-12-31T00:00:00Z|2000|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||130|FLA KEYS|1|1|Data_169C_Final.csv|high
5696159|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296855|41C|2000-12-31T00:00:00Z|2000|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||130|FLA KEYS|1|1|Data_169C_Final.csv|high
5696160|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296166|248C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_169C_Final.csv|high
5698152|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|298308|87C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||136|FLA KEYS|1|1|Data_169C_Final.csv|high
5698169|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296418|305C|2009-12-31T00:00:00Z|2009|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||125|FLA KEYS|1|1|Data_169C_Final.csv|high
5700676|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296391|29C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_169C_Final.csv|high
5702077|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296142|242C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||177|FLA KEYS|1|1|Data_169C_Final.csv|high
5702162|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297865|674C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||157|FLA KEYS|1|1|Data_169C_Final.csv|high
5702166|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297463|576C|2001-12-31T00:00:00Z|2001|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_169C_Final.csv|high
5702221|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296142|242C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_169C_Final.csv|high
5702266|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297865|674C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_169C_Final.csv|high
5702621|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297044|471C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||125|FLA KEYS|1|1|Data_169C_Final.csv|high
5703459|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297463|576C|2001-12-31T00:00:00Z|2001|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_169C_Final.csv|high
5703460|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297463|576C|2001-12-31T00:00:00Z|2001|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_169C_Final.csv|high
5704867|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297044|471C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_169C_Final.csv|high
5704904|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296142|242C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||175|FLA KEYS|1|1|Data_169C_Final.csv|high
5704907|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297865|674C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||168|FLA KEYS|1|1|Data_169C_Final.csv|high
5704911|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297463|576C|2001-12-31T00:00:00Z|2001|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_169C_Final.csv|high
5706213|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|298105|754C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_169C_Final.csv|high
5709622|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296138|241C|1999-12-31T00:00:00Z|1999|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||205|FLA KEYS|1|1|Data_169C_Final.csv|high
5742739|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|296158|246C|2005-12-31T00:00:00Z|2005|12|15|Florida Keys National Marine Sanctuary|SE|Acropora palmata|palmata|Acropora|Scleractinian||Transect|10||125|FLA KEYS|1|1|Data_169C_Final.csv|high
5773079|169|Abundance, Distribution, and Condition of Acropora Corals, Other Benthic Coral Reef Organisms, and Marine Debris (SCREAM)|Height|297466|577C|2001-12-31T00:00:00Z|2001|12|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||175|FLA KEYS|1|1|Data_169C_Final.csv|high
