RowID|ProgramID|ProgramName|DataFileName|ParameterName|ParameterUnits|ProgramLocationID|ActivityType|SampleDate|Year|Month|ActivityDepth_m|RelativeDepth|TotalDepth_m|ResultValue|MDL|PQL|DetectionUnit|ValueQualifier|ValueQualifierSource|SampleFraction|ResultComments|OriginalLatitude|OriginalLongitude|ManagedAreaName|Region|SEACAR_QAQCFlagCode|SEACAR_QAQC_Description|Include|SEACAR_EventID|MADup|AreaID|q_subset
4340939|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE080C1|Sample|1996-09-19T00:00:00Z|1996|9|1|Surface||0.01||||||Total||29.3233333|-83.1630556|Big Bend Seagrasses Aquatic Preserve|NW|6Q/9Q|6Q - Within threshold tolerance/9Q - Surface Analysis: Activity_Depth <= 1 meter|1|CFEB16E2-EB86-4AF7-ADAC-C4697C8863DB|1|5|low
4341336|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE060C1|Sample|1996-05-16T00:00:00Z|1996|5|1|Surface||0.01||||||Total||29.3108333|-83.1469444|Big Bend Seagrasses Aquatic Preserve|NW|6Q/9Q|6Q - Within threshold tolerance/9Q - Surface Analysis: Activity_Depth <= 1 meter|1|1F36CF31-EF88-437D-B5F6-754865F6A4DF|1|5|low
4341337|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE060C1|Sample|1996-10-11T00:00:00Z|1996|10|1|Surface||0.01||||||Total||29.3108333|-83.1469444|Big Bend Seagrasses Aquatic Preserve|NW|6Q/9Q|6Q - Within threshold tolerance/9Q - Surface Analysis: Activity_Depth <= 1 meter|1|155B49F2-B657-4BDA-A90D-F6253B4CE58A|1|5|low
4342135|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE060C1|Sample|1995-11-16T00:00:00Z|1995|11|1|Surface||0.01||||||Total||29.3108333|-83.1469444|Big Bend Seagrasses Aquatic Preserve|NW|9Q/6Q|9Q - Surface Analysis: Activity_Depth <= 1 meter/6Q - Within threshold tolerance|1|C0EEE485-02C0-4E12-B363-56189FA88A38|1|5|low
4342137|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE070C1|Sample|1995-11-16T00:00:00Z|1995|11|1|Surface||0.01||||||Total||29.3052778|-83.1855556|Big Bend Seagrasses Aquatic Preserve|NW|9Q/6Q|9Q - Surface Analysis: Activity_Depth <= 1 meter/6Q - Within threshold tolerance|1|FF266E3A-FAB0-45B9-9503-25E1AFB94B7E|1|5|low
4342219|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE040C1|Sample|1996-05-16T00:00:00Z|1996|5|1|Surface||0.01||||||Total||29.2719444|-83.1680556|Big Bend Seagrasses Aquatic Preserve|NW|6Q/9Q|6Q - Within threshold tolerance/9Q - Surface Analysis: Activity_Depth <= 1 meter|1|C5058A0F-3947-436B-A3A9-862ED0990BF9|1|5|low
4342376|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE080C1|Sample|1995-11-16T00:00:00Z|1995|11|1|Surface||0.01||||||Total||29.3233333|-83.1630556|Big Bend Seagrasses Aquatic Preserve|NW|6Q/9Q|6Q - Within threshold tolerance/9Q - Surface Analysis: Activity_Depth <= 1 meter|1|1B0400D6-4862-4E86-97D1-B0C153E26713|1|5|low
4344356|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE060C1|Sample|1996-09-19T00:00:00Z|1996|9|1|Surface||0.01||||||Total||29.3108333|-83.1469444|Big Bend Seagrasses Aquatic Preserve|NW|6Q/9Q|6Q - Within threshold tolerance/9Q - Surface Analysis: Activity_Depth <= 1 meter|1|9B684545-6822-47F5-AC32-78C9F5E13DB1|1|5|low
4345924|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE070C1|Sample|1996-05-16T00:00:00Z|1996|5|1|Surface||0.01||||||Total||29.3052778|-83.1855556|Big Bend Seagrasses Aquatic Preserve|NW|9Q/6Q|9Q - Surface Analysis: Activity_Depth <= 1 meter/6Q - Within threshold tolerance|1|C3B61AAD-242A-4790-80B8-70CC34D9E55F|1|5|low
4345965|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE080C1|Sample|1996-05-16T00:00:00Z|1996|5|1|Surface||0.01||||||Total||29.3233333|-83.1630556|Big Bend Seagrasses Aquatic Preserve|NW|9Q/6Q|9Q - Surface Analysis: Activity_Depth <= 1 meter/6Q - Within threshold tolerance|1|E4BF8F9E-DC0A-41DA-95C1-A4CCE94BFFBD|1|5|low
4348544|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLSUW_SRE050C1|Sample|1996-10-11T00:00:00Z|1996|10|1|Surface||0.01||||||Total||29.2888889|-83.1652778|Big Bend Seagrasses Aquatic Preserve|NW|9Q/6Q|9Q - Surface Analysis: Activity_Depth <= 1 meter/6Q - Within threshold tolerance|1|38FB5865-6FCD-4825-ACA1-901E42F17B2F|1|5|low
4383556|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2005-07-07T00:45:00Z|2005|7||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|5854455D-EA88-4765-8B10-12A2A1078152|1|33|low
4385149|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2006-02-14T21:40:00Z|2006|2||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|3D560AB6-3E24-44AD-B251-3BECC52173C8|1|33|low
4398985|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2004-09-15T07:00:00Z|2004|9||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|6733A74C-4B12-4D84-B3D6-24BA8D76183D|1|33|low
4401594|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2003-03-22T22:57:00Z|2003|3||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|33D3202A-7512-404D-806E-0162572A494C|1|33|low
4401957|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2005-04-06T02:30:00Z|2005|4||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|3D98BF59-6A7D-472D-BE37-680D4418FB3D|1|33|low
4403564|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2005-04-06T00:00:00Z|2005|4||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|2F400F42-76F0-48A9-A77F-2A8738ECB31C|1|33|low
4410474|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2003-03-22T20:27:00Z|2003|3||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|ECA0A33F-CDF3-43D9-A2BB-12CE86E01653|1|33|low
4412976|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2006-02-14T19:10:00Z|2006|2||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|39F55560-34CE-4278-8DF9-F45D239A602B|1|33|low
4416849|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2005-04-05T16:30:00Z|2005|4||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|DD4ADFE4-DF0A-451D-B33D-ADD3C2E7CA3E|1|33|low
4431732|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2005-04-05T14:00:00Z|2005|4||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|401CDAD9-96ED-4F94-8FB9-FD50F3C9AC5C|1|33|low
4435933|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2006-02-14T16:40:00Z|2006|2||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|EE4CE8B0-4C49-4A6D-89C4-0B4146CD6DC6|1|33|low
4447617|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2005-07-06T19:45:00Z|2005|7||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|431E662F-1AB1-4B13-8417-52935F1E4CFC|1|33|low
4452017|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2006-02-15T02:40:00Z|2006|2||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|DC221087-8FAE-4256-9F12-D1E57A877A52|1|33|low
4457766|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2004-09-13T08:05:00Z|2004|9||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|DBF9154E-D97A-4AEA-8925-F46545FAA2CA|1|33|low
4463319|4054|Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program|Data_4054B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|gtmpcnut|Sample|2003-01-22T07:55:00Z|2003|1||Surface||0.01||||4|SWMP|||29.667071|-81.257403|Pellicer Creek Aquatic Preserve|NE|6Q|6Q - Within threshold tolerance|1|6D311FD2-66DB-4EA8-BC09-CB4B0834BF6D|1|33|low
5509088|5033|Southeast Florida Water Quality Assessment Survey|Data_5002B_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|WIN_21FLCRCP_BAK033|Sample|2021-05-12T11:30:00Z|2021|5|0.5|Surface|48.8|0.08|||ug/L|T|STORET_WIN|||25.92075|-80.08108|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|6Q/9Q|6Q - Within threshold tolerance/9Q - Surface Analysis: Activity_Depth <= 1 meter|1|3A2127C3-D9B6-42CE-A2FA-46232A625966|1|12|low
2073148|476|Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network|Data_476A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_CHV006|Sample|2016-06-06T00:00:00Z|2016|6|0.5|Surface||150||||AQ|STORET_WIN|Total||26.9347222|-82.0569|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|SW|9Q/6Q|9Q - Surface Analysis: Activity_Depth <= 1 meter/6Q - Within threshold tolerance|1|150F6E24-7BCE-427D-887E-3BE68255C8A9|1|18|high
4044037|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLLOX_78|Sample|2016-08-15T00:00:00Z|2016|8|0.3|Surface||151.6||||||Total||26.9382626|-80.1340636|Loxahatchee River-Lake Worth Creek Aquatic Preserve|NE|9Q/6Q|9Q - Surface Analysis: Activity_Depth <= 1 meter/6Q - Within threshold tolerance|1|C811EC4E-2831-4C7E-94CE-63FF2ED460C7|1|27|high
4047967|5002|Florida STORET / WIN|Data_5002A_Final.csv|Chlorophyll a corrected for pheophytin|ug/L|STORET_21FLLOX_78|Sample|2016-09-19T00:00:00Z|2016|9|0.3|Surface||127.1||||||Total||26.9382626|-80.1340636|Loxahatchee River-Lake Worth Creek Aquatic Preserve|NE|9Q/6Q|9Q - Surface Analysis: Activity_Depth <= 1 meter/6Q - Within threshold tolerance|1|5FE27091-6373-4F3D-9108-C80C4190ED3A|1|27|high
