RowID|ProgramID|ProgramName|ParameterName|LocationID|ProgramLocationID|ManagedAreaName|Region|SampleDate|Year|Month|SurveyMethod|PercentLiveMethod|HabitatClassification|MinimumSizeMeasured_mm|NumberMeasured_n|QuadSize_m2|ResultValue|QuadIdentifier|ReefIdentifier|LiveDate|LiveDate_Qualifier|LiveDate_MinEstDate|LiveDate_MaxEstDate|SampleAge_Stdev|UniversalReefID|MADup|DataFileName|AreaID|q_subset
846|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864532|MLC20|Mosquito Lagoon Aquatic Preserve|NE|2015-06-10T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1.3|S15MLC20F1|MLC20|2015-06-10T00:00:00Z|Exact||||173639|1|Data_5017F_Final.csv|29|low
858|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864533|MLC21|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLC21F28|MLC21|2015-06-03T00:00:00Z|Exact||||173590|1|Data_5017F_Final.csv|29|low
861|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864533|MLC21|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLC21F28|MLC21|2015-06-03T00:00:00Z|Exact||||173590|1|Data_5017F_Final.csv|29|low
888|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864533|MLC21|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLC21F20|MLC21|2015-06-03T00:00:00Z|Exact||||173590|1|Data_5017F_Final.csv|29|low
892|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864533|MLC21|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLC21F28|MLC21|2015-06-03T00:00:00Z|Exact||||173590|1|Data_5017F_Final.csv|29|low
1304|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864547|MLCBU12|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLCBU12P0|MLCBU12|2015-06-03T00:00:00Z|Exact||||172992|1|Data_5017F_Final.csv|29|low
1701|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864536|MLC25|Mosquito Lagoon Aquatic Preserve|NE|2015-06-04T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1.5|S15MLC25P7|MLC25|2015-06-04T00:00:00Z|Exact||||174083|1|Data_5017F_Final.csv|29|low
3654|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864542|MLC5|Mosquito Lagoon Aquatic Preserve|NE|2015-06-10T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1.4|S15MLC5P3|MLC5|2015-06-10T00:00:00Z|Exact||||174086|1|Data_5017F_Final.csv|29|low
548707|4016|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|Shell Height/0.06m2|801|SL1|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|NE|2021-06-22T00:00:00Z|2021|6|Transect Quadrat||Natural||50|0.06|0|Transect 2|single reef||Estimate||||198352|1|Data_4016B_Final.csv|22|low
564653|4016|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|Shell Height/0.06m2|801|SL1|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|NE|2021-06-22T00:00:00Z|2021|6|Transect Quadrat||Natural||50|0.06|0|Transect 2|single reef|2021-06-22T00:00:00Z|Exact||||198352|1|Data_4016B_Final.csv|22|low
607629|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864542|MLC5|Mosquito Lagoon Aquatic Preserve|NE|2015-06-10T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1.6|S15MLC5P2|MLC5|2015-06-10T00:00:00Z|Exact||||174086|1|Data_5017F_Final.csv|29|low
607962|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864542|MLC5|Mosquito Lagoon Aquatic Preserve|NE|2015-06-10T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1.7|S15MLC5P2|MLC5|2015-06-10T00:00:00Z|Exact||||174086|1|Data_5017F_Final.csv|29|low
619145|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864542|MLC5|Mosquito Lagoon Aquatic Preserve|NE|2015-06-10T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1.6|S15MLC5P3|MLC5|2015-06-10T00:00:00Z|Exact||||174086|1|Data_5017F_Final.csv|29|low
627996|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864533|MLC21|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLC21F28|MLC21|2015-06-03T00:00:00Z|Exact||||173590|1|Data_5017F_Final.csv|29|low
685118|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864533|MLC21|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLC21F28|MLC21|2015-06-03T00:00:00Z|Exact||||173590|1|Data_5017F_Final.csv|29|low
712692|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864554|NCB3|Tomoka Marsh Aquatic Preserve|NE|2015-07-17T00:00:00Z|2015|7|Transect Quadrat|Point-intercept|Natural||50|0.06|0|S15NCB3P5|NCB3|2015-07-17T00:00:00Z|Exact||||178010|1|Data_5017F_Final.csv|45|low
748103|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864533|MLC21|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLC21F28|MLC21|2015-06-03T00:00:00Z|Exact||||173590|1|Data_5017F_Final.csv|29|low
752957|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864547|MLCBU12|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLCBU12P0|MLCBU12|2015-06-03T00:00:00Z|Exact||||172992|1|Data_5017F_Final.csv|29|low
754604|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864547|MLCBU12|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1.5|S15MLCBU12P0|MLCBU12|2015-06-03T00:00:00Z|Exact||||172992|1|Data_5017F_Final.csv|29|low
755687|5017|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|Shell Height/0.06m2|864533|MLC21|Mosquito Lagoon Aquatic Preserve|NE|2015-06-03T00:00:00Z|2015|6|Transect Quadrat|Point-intercept|Natural||50|0.06|1|S15MLC21F28|MLC21|2015-06-03T00:00:00Z|Exact||||173590|1|Data_5017F_Final.csv|29|low
760085|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78141|GR102|Guana River Marsh Aquatic Preserve|NE|2016-07-27T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.6|S16GR102R11|GR102|2016-07-27T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
760168|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78141|GR102|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-27T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.5|S16GR102R11|GR102|2016-07-27T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
760198|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78141|GR102|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-27T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.8|S16GR102R0|GR102|2016-07-27T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
761161|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78148|GR250|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2015-12-10T00:00:00Z|2015|12|Transect Quadrat||Natural||ALL|0.06|1.5|W16GR250R1|GR250|2015-12-10T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
766463|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.4|S16GR5R5|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
766995|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.8|S16GR5R5|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
766996|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.5|S16GR5R5|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
767031|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.1|S16GR5R5|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
767191|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.7|S16GR5R5|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
767535|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
767542|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|0.7|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
767545|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|0.7|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
767575|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.4|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
767696|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.7|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
767697|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.8|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
767747|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.3|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
767770|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.2|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
767795|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78159|GR5A|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.5|S16GR5R0|GR5A|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
777555|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.4|S16GR65R20|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
777580|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.5|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
777598|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.6|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
777600|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.7|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
777621|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.2|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
777637|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.7|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
778225|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.3|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
778257|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.8|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
778676|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.7|S16GR65R20|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
778805|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.4|S16GR65R6|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
778854|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana River Marsh Aquatic Preserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.4|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
778898|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.4|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
778932|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78164|GR65|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-09-07T00:00:00Z|2016|9|Transect Quadrat||Natural||ALL|0.06|1.3|S16GR65R42|GR65|2016-09-07T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
780056|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78245|SR70|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-12T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.8|S16SR70R3|SR70|2016-07-12T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
780203|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78245|SR70|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-12T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.3|S16SR70R3|SR70|2016-07-12T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
780216|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78245|SR70|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-12T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.1|S16SR70R3|SR70|2016-07-12T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
780224|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78245|SR70|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-12T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|0.7|S16SR70R3|SR70|2016-07-12T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
780225|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78245|SR70|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-12T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.3|S16SR70R3|SR70|2016-07-12T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
780234|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78245|SR70|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-12T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.2|S16SR70R3|SR70|2016-07-12T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
780245|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78245|SR70|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-12T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1.2|S16SR70R3|SR70|2016-07-12T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
780270|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78245|SR70|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-07-12T00:00:00Z|2016|7|Transect Quadrat||Natural||ALL|0.06|1|S16SR70R3|SR70|2016-07-12T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
798181|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78169|GR8|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2018-10-16T00:00:00Z|2018|10|Transect Quadrat||Natural||ALL|0.06|1.8|S18GR37R19|GR8|2018-10-16T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
798243|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78169|GR8|Guana River Marsh Aquatic Preserve|NE|2015-01-29T00:00:00Z|2015|1|Transect Quadrat||Natural||ALL|0.06|1.7|W15GR8R10|GR8|2015-01-29T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|19|low
802527|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78191|PF727|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-01-14T00:00:00Z|2016|1|Transect Quadrat||Natural||ALL|0.06|1.7|W16PF727R1|PF727|2016-01-14T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
804919|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78252|SR86|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2016-08-17T00:00:00Z|2016|8|Transect Quadrat||Natural||ALL|0.06|1.3|S16SR86R13|SR86|2016-08-17T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
807160|4000|Guana Tolomato Matanzas NERR Oyster monitoring|Shell Height/0.06m2|78234|SR5|Guana Tolomato Matanzas National Estuarine Research Reserve|NE|2015-06-23T00:00:00Z|2015|6|Transect Quadrat||Natural||ALL|0.06|1.8|S15SR5R4|SR5|2015-06-23T00:00:00Z|Exact|||||1|Data_4000A_Final.csv|20|low
