RowID|ProgramID|ProgramName|ParameterName|LocationID|ProgramLocationID|SampleDate|Year|Month|ManagedAreaName|Region|CommonIdentifier|SpeciesName|GenusName|SpeciesGroup1|SpeciesGroup2|SamplingMethod1|SamplingMethod2|GearType|MeshSize_mm|GearSize_m|AreaSwept_m2|Time_of_tow_mm|Speed_of_tow_kph|ResultValue|DistanceTowed_m|EffortCorrection_100m2|ReplicateNumber_QuadIdentifier|MADup|DataFileName|AreaID|q_subset
1509|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115000|10|2012-12-11T00:00:00Z|2012|12|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|127.407407407407||5.4|1|1|Data_129B_Final.csv|3|high
1586|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115004|2|2009-04-21T00:00:00Z|2009|4|Apalachicola National Estuarine Research Reserve|NW|Cynoscion arenarius|arenarius|Cynoscion|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|290||5.4|4|1|Data_129B_Final.csv|3|high
1662|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115004|2|2009-10-28T00:00:00Z|2009|10|Apalachicola National Estuarine Research Reserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|162.222222222222||5.4|2|1|Data_129B_Final.csv|3|high
1685|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|114999|1|2009-01-15T00:00:00Z|2009|1|Apalachicola National Estuarine Research Reserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|137.777777777778||5.4|5|1|Data_129B_Final.csv|3|high
1749|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115002|12|2011-02-15T00:00:00Z|2011|2|Apalachicola National Estuarine Research Reserve|NW|Brevoortia spp.||Brevoortia||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|203.518518518519||5.4|1|1|Data_129B_Final.csv|3|high
1866|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115000|10|2003-02-18T00:00:00Z|2003|2|Apalachicola National Estuarine Research Reserve|NW|Brevoortia spp.||Brevoortia||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|110.740740740741||5.4|4|1|Data_129B_Final.csv|3|high
2010|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2009-06-16T00:00:00Z|2009|6|Apalachicola Bay Aquatic Preserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|164.259259259259||5.4|1|1|Data_129B_Final.csv|2|high
2177|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115000|10|2014-03-21T00:00:00Z|2014|3|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|157.407407407407||5.4|3|1|Data_129B_Final.csv|3|high
2770|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115000|10|2011-02-16T00:00:00Z|2011|2|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|133.703703703704||5.4|3|1|Data_129B_Final.csv|3|high
2892|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2006-02-23T00:00:00Z|2006|2|Apalachicola National Estuarine Research Reserve|NW|Brevoortia spp.||Brevoortia||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|193.888888888889||5.4|1|1|Data_129B_Final.csv|3|high
2995|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2010-03-17T00:00:00Z|2010|3|Apalachicola Bay Aquatic Preserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|187.037037037037||5.4|1|1|Data_129B_Final.csv|2|high
3000|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2010-01-20T00:00:00Z|2010|1|Apalachicola Bay Aquatic Preserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|938.518518518518||5.4|4|1|Data_129B_Final.csv|2|high
3406|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115009|7|2003-04-15T00:00:00Z|2003|4|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|94.6296296296296||5.4|1|1|Data_129B_Final.csv|3|high
3654|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2009-06-16T00:00:00Z|2009|6|Apalachicola Bay Aquatic Preserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|86.2962962962963||5.4|4|1|Data_129B_Final.csv|2|high
4041|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2010-03-17T00:00:00Z|2010|3|Apalachicola Bay Aquatic Preserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|234.62962962963||5.4|3|1|Data_129B_Final.csv|2|high
4124|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2002-07-18T00:00:00Z|2002|7|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|129.259259259259||5.4|2|1|Data_129B_Final.csv|3|high
4177|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2009-08-24T00:00:00Z|2009|8|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|394.444444444444||5.4|3|1|Data_129B_Final.csv|3|high
4255|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115004|2|2009-10-28T00:00:00Z|2009|10|Apalachicola National Estuarine Research Reserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|240.37037037037||5.4|3|1|Data_129B_Final.csv|3|high
4490|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|114999|1|2001-02-20T00:00:00Z|2001|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|143.148148148148||5.4|3|1|Data_129B_Final.csv|3|high
4597|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|114999|1|2010-02-16T00:00:00Z|2010|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|92.7777777777778||5.4|1|1|Data_129B_Final.csv|3|high
4768|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115000|10|2003-02-18T00:00:00Z|2003|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|189.074074074074||5.4|1|1|Data_129B_Final.csv|3|high
4958|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2002-10-23T00:00:00Z|2002|10|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|172.037037037037||5.4|1|1|Data_129B_Final.csv|3|high
4960|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|114999|1|2000-09-13T00:00:00Z|2000|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|86.1111111111111||5.4|3|1|Data_129B_Final.csv|3|high
5419|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2010-06-15T00:00:00Z|2010|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|292.962962962963||5.4|5|1|Data_129B_Final.csv|3|high
5460|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2010-03-17T00:00:00Z|2010|3|Apalachicola Bay Aquatic Preserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|235.925925925926||5.4|4|1|Data_129B_Final.csv|2|high
5609|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2010-01-20T00:00:00Z|2010|1|Apalachicola Bay Aquatic Preserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|299.444444444444||5.4|3|1|Data_129B_Final.csv|2|high
6157|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2003-02-19T00:00:00Z|2003|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|97.962962962963||5.4|4|1|Data_129B_Final.csv|3|high
6213|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115000|10|2003-07-24T00:00:00Z|2003|7|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|101.111111111111||5.4|4|1|Data_129B_Final.csv|3|high
6238|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|114999|1|2001-02-20T00:00:00Z|2001|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|161.111111111111||5.4|2|1|Data_129B_Final.csv|3|high
6515|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2004-11-16T00:00:00Z|2004|11|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|87.037037037037||5.4|1|1|Data_129B_Final.csv|3|high
6796|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115006|4|2009-08-25T00:00:00Z|2009|8|Apalachicola National Estuarine Research Reserve|NW|Acetes americanus|americanus|Acetes||Nekton - Decapoda|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|175||5.4|5|1|Data_129B_Final.csv|3|high
6896|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115005|3|2007-03-20T00:00:00Z|2007|3|Apalachicola National Estuarine Research Reserve|NW|Lagodon rhomboides|rhomboides|Lagodon|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|180.925925925926||5.4|2|1|Data_129B_Final.csv|3|high
7321|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2010-03-17T00:00:00Z|2010|3|Apalachicola Bay Aquatic Preserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|200||5.4|5|1|Data_129B_Final.csv|2|high
7465|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2010-07-22T00:00:00Z|2010|7|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|170.555555555556||5.4|3|1|Data_129B_Final.csv|3|high
7853|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2009-07-21T00:00:00Z|2009|7|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|92.962962962963||5.4|3|1|Data_129B_Final.csv|3|high
7888|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115000|10|2003-11-20T00:00:00Z|2003|11|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|284.074074074074||5.4|5|1|Data_129B_Final.csv|3|high
8219|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2010-01-19T00:00:00Z|2010|1|Apalachicola National Estuarine Research Reserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|126.481481481481||5.4|5|1|Data_129B_Final.csv|3|high
8327|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2002-09-23T00:00:00Z|2002|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|154.814814814815||5.4|1|1|Data_129B_Final.csv|3|high
8371|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2002-07-18T00:00:00Z|2002|7|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|82.2222222222222||5.4|3|1|Data_129B_Final.csv|3|high
8374|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2002-09-23T00:00:00Z|2002|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|169.62962962963||5.4|2|1|Data_129B_Final.csv|3|high
8375|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2004-08-26T00:00:00Z|2004|8|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|114.62962962963||5.4|4|1|Data_129B_Final.csv|3|high
8595|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2009-10-26T00:00:00Z|2009|10|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|308.518518518519||5.4|4|1|Data_129B_Final.csv|3|high
8814|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2007-09-24T00:00:00Z|2007|9|Apalachicola Bay Aquatic Preserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|86.4814814814815||5.4|2|1|Data_129B_Final.csv|2|high
9199|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2004-08-26T00:00:00Z|2004|8|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|199.259259259259||5.4|2|1|Data_129B_Final.csv|3|high
9508|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2002-07-18T00:00:00Z|2002|7|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|91.2962962962963||5.4|1|1|Data_129B_Final.csv|3|high
9728|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115005|3|2002-04-16T00:00:00Z|2002|4|Apalachicola National Estuarine Research Reserve|NW|Lagodon rhomboides|rhomboides|Lagodon|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|195.925925925926||5.4|3|1|Data_129B_Final.csv|3|high
9975|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115004|2|2011-02-17T00:00:00Z|2011|2|Apalachicola National Estuarine Research Reserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|164.259259259259||5.4|3|1|Data_129B_Final.csv|3|high
10068|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115000|10|2001-02-21T00:00:00Z|2001|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|172.592592592593||5.4|4|1|Data_129B_Final.csv|3|high
10245|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115005|3|2008-07-15T00:00:00Z|2008|7|Apalachicola National Estuarine Research Reserve|NW|Lagodon rhomboides|rhomboides|Lagodon|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|113.888888888889||5.4|3|1|Data_129B_Final.csv|3|high
10312|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115005|3|2001-04-24T00:00:00Z|2001|4|Apalachicola National Estuarine Research Reserve|NW|Lagodon rhomboides|rhomboides|Lagodon|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|114.814814814815||5.4|1|1|Data_129B_Final.csv|3|high
10487|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115009|7|2007-10-25T00:00:00Z|2007|10|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|113.703703703704||5.4|5|1|Data_129B_Final.csv|3|high
